Callow,Callow
Callus,Callus
Calomel,Calomel
Caloric,Caloric
Calorie,Calorie
Calumny,Calumny
Calvados,Calvados
Calypso,Calypso
Cam,Banns| Bran| Cam| Dumb| Forbade| Forbidden| Forbidding| Held| Inarticulate| Prohibit| Prohibited| Prohibition| Prohibitive| Suspended
Cam bay,Pitfall
Cam can,Stymie
Cam do,Tempt
Cam doan,Assure| Reassure
Cam giac,Feeling| Sensation
Cam giac dong bao,Fellow-feeling
Cam giac ngon mieng,Appetite
Cam ket,Committal
Cam lay,Take
Cam nhan duoc,Perceptible
Cam quang,Photosensitive
Cam quyt,Citrus
Cam ta,Thank
Cam tay,Handhold| Portable
Cam than,Exclamation| Exclamatory
Cam thao,Licorice| Liquorice
Cam thay,Feel
Cam ung,Induct
Cam van,Embargo
Cam vao,Plug-in
Cam xuc,Emotion
Camber,Camber
Cambric,Cambric
Cambridge,Cambridge
Cameo,Cameo
Camiknickers,Camiknickers
Campanology,Campanology
Campanula,Campanula
Camphorate,Camphorate
Campion,Campion
Camra,Camra
Can,Assizes| Bite| Need| Weigh
Can am,Subsonic
Can ba,Dregs| Scum
Can ban,Radical
Can bang,Equalize| Outbalance| Overbalance
Can bang tot,Well-balanced
Can canh,Close-up
Can cau,Fishing-rod
Can chien,Melee
Can chinh,Align
Can coi,Barren
Can cu,Bases| Pursuant
Can cu khong quan,Airbase
Can dam,Courageous
Can deu,Justify
Can dieu khien,Joystick
Can ho,Fl.
Can ho ap mai,Penthouse
Can ho chung cu,Apartment
Can ho nho,Loft
Can kiet,Exhaustive| Replete| Run-out
Can nha,House
Can nhac,Weigh-in
Can nhiet doi,Subtropics
Can phong toi,Darkroom
Can sa,Cannabis| Marijuana| Weed
Can tay lai,Steering-column
Can than,Bewail| Careful
Can thi,Myopia| Near-sighted
Can thiep,Interfere| Intervene
Can thiet,Indispensable| Necessary| Necessitarian| Necessitate| Necessitous| Needful
Can tro,Hindrance| Impede| Obstruct| Obstructive
Canada,Canada
Candela,Candela
Candlewick,Candlewick
Candystripe,Candystripe
Candytuft,Candytuft
Cang,Intensive| Strained
Cang bien,Seaport
Cang ra,Stretch
Cang som cang tot ,A.s.a.p.
Cang thang,Stress| Stressful| Tension
Canh,Potage| Pottage| Sce| Side| Soup| Wing
Canh bao,Warn| Warning
Canh bao truoc,Caveat
Canh bien,Seascape
Canh dan ong,Menfolk
Canh dong bang,Ice-field
Canh dong que,Idyll
Canh giac,Vigilance| Vigilante| Watchful
Canh hoa,Petal
Canh huyen,Hypotenuse
Canh quat nuoc,Water-wings
Canh sat,Cop| Policeman
Canh sat ra,Cop-out
Canh sat truong,Sheriff
Canh tay,Arms
Canh tay manh me,Strong-arm
Canh tay tren,Overarm
Canh thuc,Vigil
Canh tranh,Competitive
Canh tuong,Spectacle
Cannon fodder,Cannon-fodder
Cannonade,Cannonade
Canoization,Canonize
Canon,Canon
Canonist,Canonist
Canoodle,Canoodle
Canst,Canst
Cantab,Cantab
Cantabile,Cantabile
Cantabrigian,Cantabrigian
Cantankerous,Cantankerous
Cantata,Cantata
Canter,Canter
Canticle,Canticle
Canton,Canton
Cantonment,Cantonment
Cantor,Cantor
Canvass,Canvass
Canxi,Calcium
Canxit,Calcite
Cao,Alto| Haute| High| Highly| Lank| Lofty| Scrape| Scratch| Tall
Cao ,Giga-
Cao bach,Prospectus
Cao boi,Cowboy
Cao buoc,Accusative| Allegation| Indictment
Cao cao,Locust
Cao cap,High-class| High-ranking| Up-end| Vip
Cao dau goi,Knee-high
Cao do,High-pitched
Cao got,Well-heeled
Cao hon,Higher| Outgrow
Cao lanh,Kaolin
Cao len,High-up
Cao nguyen,Highland| Plateau
Cao nhat,Topgallant| Upmost
Cao nu,Dilettante
Cao oc,High-rise
Cao pho,Obituary
Cao quy,Noble
Cao rang,Tartar
Cao rau,Shave| Shaving
Cao sach,Clean-shaven
Cao sieu,Sublime| Subliminal
Cao su,Rubberneck
Cao su An Do,Indiarubber
Cao su tay,Rubber
Cao tay,High-handed
Cao thu,Tallboy
Cap,Cable
Cap ba,Tertiary
Cap cao,Level-headed
Cap cao nhat,Top-level
Cap do cao,High-level
Cap doi,Couple| Couplet| Duo
Cap duoi,Subordinate
Cap nhat,Update
Cap nhiet dien,Thermocouple
Cap thap,Low-grade| Low-level
Cap tien,Progressive
Cap toc,Exigency
Cap tren,Superior
Cap treo,Cable-car
Cap truc tiep,Direct-grant
Caparison,Caparison
Capercaillie,Capercaillie
Capillarity,Capillarity
Capon,Capon
Cappuccino,Cappuccino
Caprice,Caprice
Capsize,Capsize
Capstan,Capstan
Capsulize,Capsulize
Captivate,Captivate
Captor,Captor
Capuchin,Capuchin
Capybara,Capybara
Caracul,Caracul
Caramen,Caramel
Carapace,Carapace
Carat,Carat
Caravanserai,Caravanserai
Carb,Carb
Carbine,Carbine
Carbohydrate,Carbohydrate
Carbolic,Carbolic
Carbon,Carbon
Carborundum,Carborundum
Carboy,Carboy
Cardoon,Cardoon
Careen,Careen
Careerist,Careerist
Careworn,Careworn
Carib,Carib
Carillon,Carillon
Carmelite,Carmelite
Carminative,Carminative
Carnal,Carnal
Carnelian,Carnelian
Carob,Carob
Carol,Carol
Carolingian,Carolingian
Caroten,Carotene
Carpal,Carpal
Carpel,Carpel
Carport,Carport
Carrageen,Carrageen
Carrel,Carrel
Carrion,Carrion
Cart wright,Cart-wright
Carthusian,Carthusian
Cartouche,Cartouche
Cartwheel,Cartwheel
Carvel,Carvel
Carvel xay dung,Carvel-built
Carvery,Carvery
Casanova,Casanova
Cascade,Cascade
Casein,Casein
Casemate,Casemate
Casement,Casement
Casework,Casework
Cashmere,Cashmere
Cashpoint,Cashpoint
Cassata,Cassata
Cassis,Cassis
Cassowary,Cassowary
Castanet,Castanet
Castaway,Castaway
Castellated,Castellated
Cat,Clipping| Cut| Cut-off| Cutting| Sand| Stash
Cat amidan,Tonsillectomy
Cat bo khoi u,Lumpectomy
Cat bo tu cung,Hysterectomy
Cat bo vu,Mastectomy
Cat bot,Truncate
Cat canh,Take-off
Cat giam,Cut-back
Cat giu,Stowage
Cat lun,Quicksand
Cat mong tay,Manicure
Cat ngan,Circumcise
Cat ngang,Cross-cut
Cat nho,Shred
Cat nua,Half-cut
Cat o nine tail,Cat-o'-nine-tails
Cat ra,Cut-out
Cat ruot gia,Colostomy
Cat ruot thua,Appendectomy
Cat sach,Clean-cut
Cat tang sinh mon,Episiotomy
Cat tia,Trimming
Cat toc,Haircut
Cat tren,Upper-cut
Cat xen,Mutilate| Offcut| Undercut
Cata ,Cata-
Catachresis,Catachresis
Catafalque,Catafalque
Catalan,Catalan
Catalepsy,Catalepsy
Catalpa,Catalpa
Catamaran,Catamaran
Catamite,Catamite
Catarrh,Catarrh
Catatonia,Catatonia
Catcall,Catcall
Catch as catch co the,Catch-as-catch-can
Catchline,Catchline
Catchpenny,Catchpenny
Catchweight,Catchweight
Catechize,Catechize
Catechumen,Catechumen
Cater,Cater
Caterwaul,Caterwaul
Catgut,Catgut
Catharsis,Catharsis
Cathartic,Cathartic
Catherine,Catherine
Cation,Cation
Catkin,Catkin
Catlick,Catlick
Catnap,Catnap
Catnip,Catnip
Catsuit,Catsuit
Catsup,Catsup
Catty,Catty
Catwalk,Catwalk
Cau,Bridge
Cau be,Boy
Cau be ban ngay,Day-boy
Cau be giay,Paper-boy
Cau be trang,Page-boy
Cau can,Viaduct
Cau chuyen,Story
Cau chuyen ngu ngon,Allegory
Cau co,Frowzy| Scow| Scowl| Scrump| Scruple
Cau dao,Breaker
Cau do,Puzzle| Puzzler
Cau do con khi,Monkey-puzzle
Cau du,Swing-bridge
Cau duong,Bridle-path
Cau hinh,Configuration| Disfigure| Figuration
Cau hoi,Question
Cau hoi cheo,Cross-question
Cau hoi chu de,Question-master
Cau hoi hoc bua,Conundrum
Cau hon,Propose
Cau khan,Implore
Cau kinh,Cranky
Cau lac bo,Club
Cau lac bo chan,Club-foot
Cau lac bo dem,Nightclub
Cau lac bo goc,Club-root
Cau long,Badminton
Cau ngan ngu,Adage
Cau nguyen,Pray| Praying
Cau nguyen Chua,Prie-dieu
Cau nhau,Grumble
Cau noi,Bridgework
Cau noi dua,Joke
Cau tao,Constitute| Constitution| Constitutive
Cau tau,Jetty
Cau tha,Careless
Cau than chu,Incantation
Cau thang,Stair| Staircase| Stairwell
Cau thang bo,Stairway
Cau thang sau,Backstairs
Cau thu tre,Youngster
Cau tra loi,Answer
Cau truc,Eructation| Structural
Cau truc lien ket,Topology
Cau vuot,Flyover| Overpass
Cau xin,Pleach| Pleb
Caucasoid,Caucasoid
Caucus,Caucus
Caudate,Caudate
Caul,Caul
Caulk,Caulk
Causeway,Causeway
Caustic,Caustic
Cauterize,Cauterize
Cavern,Cavern
Caviare,Caviare
Cavil,Cavil
Cavort,Cavort
Cay,Inoculate| Piquant| Spicy| Transplant| Tree
Cay Nam viet quat,Cranberry
Cay anh tuc,Popery
Cay bac,Rush
Cay bac ha,Catmint
Cay bach,Cypress
Cay bach anh,Nightshade
Cay bach xu,Juniper
Cay bang,Ice-plant
Cay bat ruoi,Fly-trap
Cay bim bip,Bindweed
Cay bui,Bush| Shrub
Cay ca gai leo,Cyclamen
Cay canh ky na,Cinchona
Cay caraway,Caraway
Cay cay,Cultivate
Cay choi,Broom| Broomstick
Cay co,Turnery
Cay coi ram rap,Wooded
Cay con,Seedling
Cay cu cai,Turnip
Cay cu ha,Salsify
Cay cuc ngai,Tansy
Cay da,Rock-plant
Cay dau,Shrubbery
Cay diem,Matchwood
Cay du,Elm
Cay duong,Poplar
Cay duong mai,Arbutus
Cay duong xi,Fern| Tree-fern
Cay gai,Flax
Cay gai dau,Hemp| Hempen
Cay ghep,Implant
Cay giay,Shoe-tree
Cay hac mai,Buckthorn
Cay hoa chuong,Comfrey
Cay hoa tulip,Tulip-tree
Cay hoang nam,Celandine
Cay huong,Civet
Cay ke,Millet| Thistle
Cay keo,Acacia| Scissors
Cay kim,Needle
Cay kim ngan hoa,Honeysuckle| Viburnum| Woodbine
Cay lau,Reed
Cay lay on,Gladiolus
Cay leo,Creeper
Cay lieu,Willow-herb
Cay luu ly,Borage
Cay man hoang,Sloe
Cay mao luong,Ranunculus
Cay mot la mam,Monocotyledon
Cay mua,Bluebottle
Cay ngai cuu,Wormwood
Cay ngang,Lintel| Transom
Cay nghiet,Spiteful
Cay nha,House-plant
Cay nha la vuon,Home-grown
Cay nham le,Bilberry| Whortleberry
Cay nho,Grapevine| Vine
Cay nuoc da,Ice-pack
Cay o ro,Ilex
Cay phong,Hardwood| Maple
Cay quat,Kumquat
Cay riu,Ax| Axe
Cay rom,Stack
Cay sa,Citronella
Cay sao,Pole| Polo
Cay sim,Myrtle
Cay soi,Oak
Cay son mai hoa,Syringa
Cay sung,Gunnery
Cay tam gui,Mistle| Mistletoe
Cay tam ma,Nettle| Stinging-nettle
Cay tha?o linh lang,Fenugreek
Cay thach nam,Heather
Cay thanh gia,Crucifix
Cay thi la,Cumin
Cay thong,Arbor| Arbour| Fir| Pine
Cay thua,Agave
Cay thuoc phien,Poppy
Cay thuong xuan,Ivy
Cay tram,Bodkin
Cay tran,Hornbeam
Cay tran chau mai,Spiraea
Cay tre,Bamboo
Cay tren mai nha,Roof-tree
Cay tung,Larch
Cay xanh,Greenery
Cay xo thom,Sagebrush
Cay xuan dao,Nectarine
Cayenne,Cayenne
Cayman,Cayman
Cb,Cb
Cbe,Cbe
Cbi,Cbi
Cc,Cc
Cd video,Cd-video
Cdt,Cdt
Cedilla,Cedilla
Ceefax,Ceefax
Ceilidh,Ceilidh
Celerity,Celerity
Celesta,Celesta
Celestial,Celestial
Celiac,Coeliac
Cellulite,Cellulite
Celluloid,Celluloid
Celt,Celt
Celtic,Celtic
Cenobite,Cenobite
Cenotaph,Cenotaph
Censer,Censer
Censorious,Censorious
Cent,Cent
Centenary,Centenary
Centi ,Centi-
Centigrade,Centigrade
Centigram,Centigram
Centiliters,Centiliter
Centilitre,Centilitre
Centimet,Centimeter| Centimetre
Centreboard,Centreboard
Centrefold,Centrefold
Centurion,Centurion
Cephalic,Cephalic
Cephalopod,Cephalopod
Cerebration,Cerebration
Cerebrum,Cerebrum
Cern,Cern
Cert,Cert
Cert ,Cert.
Cerulean,Cerulean
Cesium,Cesium
Cession,Cession
Cesspit,Cesspit
Cetacean,Cetacean
Cetane,Cetane
Cf,Cf| Cf.
Cfc,Cfc
Cfe,Cfe
Cg,Cg
Ch,Ch
ChA�teau,ChÃ¢teau
Cha,Fr.| Papa
Cha cha,Cha-cha
Cha de,Forefather
Cha duong,Stepfather
Cha me,Parent
Cha so,Vicar
Cha truyen con noi,Hereditary
Cha xat,Rub| Rub-down
Chablis,Chablis
Chac chan,Appertain| Certain| Certainly| Certainty| Definite| Ensure| Secure| Sure-fire| Sure-footed| Surely| Surety
Chac chan roi,Absolutely| Sure
Chac nich,Stocky
Chaconne,Chaconne
Chafe,Chafe
Chaff,Chaff
Chaffinch,Chaffinch
Chafing mon,Chafing-dish
Chagrin,Chagrin
Chai,Bottle| Brush| Comb| Cruet
Chai len,Brush-up
Chai long,Brush-off
Chaise,Chaise
Chalcedony,Chalcedony
Chalice,Chalice
Chalybeate,Chalybeate
Cham,Dot| Occiput| Piddle| Slow| Toque| Touch
Cham biem,Satire| Satirize
Cham cau,Punctuation
Cham chap,Sluggish
Cham cuu,Acupuncture
Cham day,Rock-bottom
Cham dut,End| Fin| Terminable| Terminate| Termination
Cham khac,Carving| Engorged
Cham lai,Rallentando| Slow-down
Cham ngon,Gnomic| Maxim| Motto| Prolegomenon
Cham phat trien,Retard| Retarded
Cham soc,Caring
Cham soc sau,After-care
Cham va bat,Touch-and-go
Chamberlain,Chamberlain
Chambermaid,Chambermaid
Champers,Champers
Chan,Boredom| Footle| Leg| Plinth| Shank
Chan an,Anorexia
Chan bo,Cowherd| Cowling
Chan bun,Mudguard
Chan dai,Leggy
Chan dau tien,First-foot
Chan de,Inkstand
Chan den,Footlights
Chan doan,Diagnose| Diagnosis| Diagnostic| Diagnostics
Chan doan sai,Misdiagnose
Chan doc,Foothill
Chan dong,Concussion
Chan dung,Portrait| Portray| Self-portrait
Chan ghet,Aversion
Chan gia,Prosthesis
Chan giay,Paperweight
Chan khong,Weightless
Chan luu,Ballast
Chan may,Brow
Chan meo,Cat's-paw
Chan nan,Dishearten| Disheveled| Dishevelled
Chan ngat,Dull
Chan nuoi,Breeding| Husbandry
Chan phang,Flat-footed
Chan qua,Crow's-foot
Chan sau,Hindquarters
Chan tha,Grazing
Chan thanh,Heartfelt| Heartily| Sincere
Chan that,Underfelt
Chan thuong,Damage
Chan toc,Hairline
Chan tran,Barefoot
Chan troi,Horizon
Chan truoc,Foreleg| Forelimb
Chan vit,Propeller
Chan vong kieng,Bow-legs
Chancel,Chancel
Chancery,Chancery
Chancy,Chancy
Chandler,Chandler
Chang bay,Fare-stage
Chang re,Bridegroom
Changeling,Changeling
Chanh choe,Cheeky
Chanh day,Granadilla| Passion-fruit
Chanh vang,Lemon
Chantry,Chantry
Chao,Hey| Oi| Porpoise| Porridge| Wok
Chao ,Pan-
Chao ban,Offering
Chao bot yen mach,Oatmeal
Chao mung,Welcome
Chao muoi,Salt-pan
Chao nghiem,Salute
Chao ran,Skillet
Chap chung biet di,Toddle
Chap hanh,Abiding| Execution
Chap hanh quan ly,Executive
Chap nhan,Accept
Chap thuan,Approve| Tolerant
Chap va,Patchwork
Chaparral,Chaparral
Chapatti,Chapatti
Chaplet,Chaplet
Chapman,Chapman
Chappie,Chappie
Charade,Charade
Charbans,Charabanc
Charlady,Charlady
Charleston,Charleston
Charlotte,Charlotte
Chartreuse,Chartreuse
Charwoman,Charwoman
Charybdis,Charybdis
Chaser,Chaser
Chaste,Chaste
Chasten,Chasten
Chasuble,Chasuble
Chat,Acrid| Tight
Chat ban dan,Semiconductor
Chat bao quan,Preservative
Chat beo,Adipose
Chat bit kin,Sealant
Chat bo sung,Suppliant
Chat boi tron,Lubricant| Petulant
Chat choi,Cramped
Chat chong dong,Antifreeze
Chat chong mo hoi,Antiperspirant
Chat chuyen hoa,Metabolite
Chat dam,Protein
Chat dau,Decapitate
Chat dien giai,Electrolyte
Chat dien moi,Dielectric
Chat diep luc,Chlorophyll
Chat diet khuan,Germicide
Chat diet tinh trung,Spermicide
Chat dinh duong,Nutrient
Chat doc hai,Intoxicant| Toxic
Chat dong,Pile-up
Chat gay ao giac,Hallucinogen
Chat gay ung thu,Carcinogen
Chat hep,Narrow
Chat ket dinh,Binder
Chat ket dinh vong,Ring-binder
Chat khu mui,Deodorant
Chat khu trung,Disinfectant
Chat kich thich,Irritant| Stimulant
Chat kiem,Alkali
Chat lam day,Filler
Chat lam mat,Coolant
Chat long,Equidistant| Liquid
Chat ngot,Sweetmeat
Chat nhay,Mucilage| Mucous| Mucus
Chat nhiem sac,Chromatin
Chat nhon,Ossicle| Slime
Chat on dinh,Stabilizer
Chat ran,Solid
Chat sat trung,Antiseptic
Chat sieu dan,Superconductor
Chat tao cam xuc,Emollient
Chat tao ngot,Sweetener
Chat tay rua,Detergent
Chat tay rua duong ong,Pipe-cleaner
Chat tay trang,Bleach
Chat thai,Waste
Chat thanh ly,Liquidizer
Chat thua,Uneaten
Chat xo,Fiber| Fibre
Chat xuc tac,Catalyst
Chatelaine,Chatelaine
Chatline,Chatline
Chattel,Chattel
Chau,Potation
Chau A,Asian
Chau Au,Europium
Chau a,Asiatic
Chau au,European
Chau bau dieu quy gia,Treasure
Chau gai,Granddaughter| Niece
Chau hoa,Flowerpot
Chau noi,Grandchild
Chau rua,Lavatory
Chau rua mat,Wash-basin
Chau rua ve sinh,Bidet
Chau trai,Grandson| Nephew
Chauvinist,Chauvinist
Chay,Burnt| Flowing| Run| Veggie
Chay bo,Jog| Joggle
Chay canh,Winger
Chay i ach,Trundle
Chay lai,Rerun
Chay mau,Bleed
Chay mau cam,Nosebleed
Chay mau mat,Bleary-eyed
Chay may,Run-of-the-mill
Chay nang,Sunburn
Chay nhanh hon,Outrun
Chay nuoc,Watery
Chay nuoc mieng,Salivate
Chay ra,Outflow| Outpouring
Chay rung,Bushfire| Wildfire
Chay tan loan,Skedaddle
Chay tran,Overrun
Chay tron,Flee| Fugitive| Runaway
Chay truot tuyet,Ski-run
Chay vao,Run-in
Chay vong quanh,Run-around
Chay xem,Scorched
Chay xuong,Run-down
Chay xuyen qua,Run-through
Che,Overlie| Parody| Reprobate
Che bai,Decry| Disparage| Irate
Che day,Cover-up
Che do,Regime
Che do gia truong,Patriarchy
Che do khen thuong,Meritocracy
Che do lam cha,Paternalism
Che do mau he,Matriarchy
Che do no le,Slavery
Che do quan chu,Monarchy
Che do tai phiet,Plutocracy
Che giau,Covert
Che giau mat,Hermit
Che gieu,Mockery
Che khuyet diem,Conceal
Che ngu,Overpower
Che nhao,Derisive| Mock| Mocker
Che tao,Fabricate
Cheapjack,Cheapjack
Cheddar,Cheddar
Cheerio,Cheerio
Chelsea,Chelsea
Chem,Quoin
Chen,Insert
Chen lan,Hustle
Chenille,Chenille
Cheo,Sail| Voile
Cheo thuyen,Boating| Paddle-boat| Row-boat
Cheo xuong,Kayak
Cheroot,Cheroot
Cherub,Cherub
Cheshire,Cheshire
Chesterfield,Chesterfield
Chet,Dead| Maty
Chet chim,Drown
Chet choc,Perishing
Chet cung,Die-hard
Chet doi,Starve
Chet don,Deathblow
Chet lang,Dumbfound
Chet nguoi,Deadly
Chet tiet,Cot-death| Dammit| Damn| Damned| Damselfly| Fuck-up| Malediction| Shit
Chet tuoi,Stone-dead
Chevalier,Chevalier
Chevron,Chevron
Chi,Bare| Chi| Genus| Just| Leaden
Chi bao,Indicator
Chi co,Mung| Only| Vain
Chi den,Blacklead
Chi dinh,Allocate| Designate| Designation| Indicative| Indicatory| Specify
Chi dinh lai,Reassign
Chi gai,Sister
Chi huy,Commandant| Commander| Commanding| Conduce| Lead
Chi ke,Stepsister
Chi nhanh,Affiliate| Affiliation| Branch
Chi phi,Costing| Expenditure| Expense
Chi so,Indices
Chi so duoi,Subscript
Chi so octan cao,High-octane
Chi so thong minh,Iq
Chi so tren,Superscript
Chi thi,Directive
Chi tiet,Detail
Chi tieu,Expend| Spendthrift
Chi tieu duoi,Underspend
Chi tieu qua muc,Overspend
Chi trich,Criticize
Chi tro,Pointing
Chi tuyen,Tropic
Chi? dau,Sister-in-law
Chia,Apportion| Divide| Dole| Partake| Separate
Chia buon,Condolence
Chia deu,Divisible
Chia doi,Particolored
Chia khoa,Key
Chia khoa trao tay,Turnkey
Chia lai,Redivide
Chia nho,Subdivide
Chia ra,Parting| Sunder
Chia re,Divvy
Chia se loi nhuan,Profit-sharing
Chia se may cay,Ploughshare| Plowshare
Chia se nang luong,Power-sharing
Chia se thoi gian,Time-share| Time-sharing
Chia se viec lam,Job-sharing
Chia tay,Breakup
Chianti,Chianti
Chiaroscuro,Chiaroscuro
Chicane,Chicane
Chicanery,Chicanery
Chick pea,Chick-pea
Chickweed,Chickweed
Chide,Chide
Chiec cup,Trophy
Chiec pha,Ferry
Chiec xe ui,Bulldozer
Chiem,Occupy
Chiem doat,Hijack| Usurp
Chiem doat tai san,Asset-stripping
Chiem huu,Possession
Chiem lay,Capture
Chiem nghiem,Contemplative
Chiem tinh gia,Augur
Chiem tinh hoc,Astrology
Chiem uu the,Prevail
Chien,Deep-fry| Fry-up
Chien dau,Combat| Combatant
Chien dich,Campaign
Chien loi pham,Booty
Chien luoc,Strategic| Strategy
Chien ma,Steed
Chien thang,Triumph| Victorious| Victory| Winning
Chien thang de dang,Walk-over
Chien thuat,Tactic| Tactical| Tactics
Chien tranh,War| Warfare
Chien tranh giua cac,Interwar
Chien truong,Battlefield
Chiet trung,Eclectic
Chieu cao,Hauteur| Height
Chieu dai,Largo| Length
Chieu dai co so,Wheelbase
Chieu dai den dau goi,Knee-length
Chieu hon,Necromancy
Chieu hu,Spoil
Chieu le,Perfunctory
Chieu sang,Shine
Chieu sau,Bathos| Depth
Chieu xa,Irradiate
Chiffchaff,Chiffchaff
Chihuahua,Chihuahua
Chiltern,Chiltern
Chim,Bird| Gizzard| Sank| Submersible| Sunken
Chim bo cau,Dudgeon| Pigeon
Chim bo cau bang go,Woodpigeon
Chim bo cau chuong,Ring-dove
Chim bong lau,Blackcap
Chim chich choe than,Cockchafer| Warbler| Willow-warbler
Chim coc,Cormorant
Chim cu,Cuckoo
Chim da da,Partridge
Chim go kien,Woodpecker
Chim hai au,Albatross
Chim hoa mi,Nightingale
Chim hoang da,Wildfowl
Chim hoang yen,Canard| Canary
Chim hong hac,Flamingo
Chim hong hoang,Hornbill
Chim keu,Cheep
Chim kim oanh,Goldfinch
Chim o,Buzzard
Chim ruoi,Hummingbird
Chim sa,Halcyon
Chim sao da,Starling
Chim se,Sparrow
Chim son ca,Songbird
Chim te te,Pewit
Chim thien nga con,Cygnet
Chim ung,Aquiline| Falcon| Falconry| Harrier| Hawfinch
Chim ung con,Eaglet
Chim vang anh,Oriole
Chimera,Chimera
Chin,Nine
Chin muoi,Ninety| Ripe
Chinchilla,Chinchilla
Chinh,Main| Major
Chinh ban,Yourself
Chinh chung ta,Ourself
Chinh co ay,Herself
Chinh hang,Consanguineous
Chinh hinh,Orthopaedics| Orthopedics
Chinh kich,Melodrama
Chinh kien,Right-minded
Chinh minh,Selves
Chinh nha,Orthodontics
Chinh no,Itself
Chinh phuc,Conquer
Chinh quyen,Governess| Government
Chinh sach,Polity
Chinh sua,Edit| Emend| Rectify| Retouch
Chinh ta,Dictate| Diktat
Chinh thong giao,Orthodox
Chinh thuc,Formal| Formic| Official| Officialese
Chinh thuc hoa,Formalize
Chinh trang,Embellish
Chinh tri,Politic| Political| Politico| Politics
Chinh tri gia,Politician
Chinh tri hoa,Politicize
Chinh xac,Accurate| Correct| Exact| Exacting| Obdurate| Precise| PrÃ©cis
Chink,Chink
Chinoiserie,Chinoiserie
Chintz,Chintz
Chintzy,Chintzy
Chip,Chip| Puce
Chippendale,Chippendale
Chiromancy,Chiromancy
Chiropody,Chiropody
Chirpy,Chirpy
Chirrup,Chirrup
Chit Chat,Chit-chat
Chiu dung,Abide| Borne| Endure
Chiu duoc,Withstand
Chiu kho,Long-suffering
Chiu lua,Refractory
Chiu thue,Dutiable
Chiu trach nhiem,Amenable
Chivvy,Chivvy
Chloral,Chloral
Chlorofluorocarbon,Chlorofluorocarbon
Cho,Dog's| Doggy| Endow| Give| Slot
Cho Corgi,Corgi
Cho an,Feed
Cho an qua nhieu,Overfeed
Cho biet,Apprise| Indelicate
Cho cai,Bitch
Cho chan cuu,Sheepdog
Cho con,Pup
Cho con bu,Breast-feed| Lactation
Cho dan duong,Guide-dog
Cho danh hoi,Sniffer-dog
Cho de chan,Footrest| Leg-room
Cho den khi,Fino| Until
Cho den nay,Hitherto
Cho doi,Await| Expect| Stand-off| Wait
Cho du,Chough| Despite| Fie| Whether
Cho dung,Foothold
Cho han,Spot-weld
Cho khong,Gratuitous
Cho long xu,Shaggy-dog
Cho mat xe,Bulldog
Cho mau,Blood-letting
Cho ngoi,Seating
Cho o,Accommodation
Cho phep,Allow| Enable| Enact| Permissive
Cho phep lai,Re-let
Cho phep lam gi,Permit
Cho rung,Jackal
Cho san,Hound| Lap-dog
Cho san mau,Bloodhound
Cho tat ca,Omnibus
Cho that,Echt
Cho thoat,Outlet
Cho thue,Lease| Leasehold| Lessee| Rase| Rental
Cho thue cau be,Rent-boy
Cho thue lai,Sublease| Sublet
Cho toi,Naafi
Cho tron,Hiding-place
Cho vay,Lend
Cho vay nang lai,Usury
Cho xem,Shown
Choang ngop,Overwhelm| Overwhelming
Choang vang,Daze| Stun
Choc do nuoc oi,Amniocentesis
Choc lo,Impetigo
Chock,Chock
Chock a block,Chock-a-block
Chock day,Chock-full
Choi,Bud| Play
Choi ba nguoi,Threesome
Choi bai,Card-game| Playing-card
Choi canh gac,Sentry-box
Choi chu,Pun| Wordplay
Choi duoi,Underplay
Choi ga,Cock-fight
Choi kham,Hoax| Prank| Prankster
Choi lau,Long-playing
Choi lau nha,Mop
Choi lo to,Bingo
Choi mat,Dazzle
Choi mo rong,Extended-play
Choi sai,Mislay
Choi thu,Try-out
Choirboy,Choirboy
Choker,Choker
Cholecalciferol,Cholecalciferol
Choleric,Choleric
Cholesterol,Cholesterol
Chom sao,Constellation
Chomp,Chomp
Chon,Bury| Choose| Entomb| Weasel
Chon Opossum,Opossum
Chon cat,Inter
Chon cat ,Inter-
Chon guitar,Plectrum
Chon hoi,Ferret| Skunk
Chon loc,Selective| Selvage
Chon tay,Hand-pick
Chon thien duong,Elysium
Chong,Anti| Anti-
Chong chay,Fireproof| Incombustible
Chong cheo,Overlap
Chong chong,Pin-wheel
Chong dan,Bulletproof
Chong doc,Antitoxin
Chong hat nhan,Anti-nuclear
Chong khoa,Anti-lock
Chong kich no,Antiknock
Chong lai,Against| Contra| Mod| Mot| Resistance
Chong lai ,Contra-
Chong mat,Chukker| Dizzy| Vertigo
Chong mua,Rainproof
Chong nong,Heatproof
Chong pha thai,Anti-abortion
Chong ri,Rustproof
Chong sau mot,Mothproof
Chong soc,Shockproof
Chong tham,Disproof
Chong tham dau mo,Greaseproof
Chong tinh dien,Antistatic
Chong truot,Non-slip
Chop canh,Flutter
Chop giat,Snatch
Chop mat,Blink
Chop nhoang,Blitz
Chopsuey,Chopsuey
Chorale,Chorale
Chore,Chore
Chorister,Chorister
Chortle,Chortle
Chot,Pinpoint
Chot bang,Pegboard
Chot chan,Peg-leg
Chot cua,Latch
Chot nhanh,Snap-fastener
Choux,Choux
Chow,Chow
Christendom,Christendom
Chromite,Chromite
Chromium,Chromium
Chronometer,Chronometer
Chrysalis,Chrysalis
Chrysoberyl,Chrysoberyl
